text,label,product quality,reputation & heritage,customer service,social impact,ethical practices,sustainability
hanni,product quality,1,0,0,0,0,0
girl look terrified,product quality,1,0,0,0,0,0
helpp,product quality,1,0,0,0,0,0
screaming,product quality,1,0,0,0,0,0
keep secret please,product quality,1,0,0,0,0,0
feel like wont get away,product quality,1,0,0,0,0,0
im thinking illegal,product quality,1,0,0,0,0,0
pov work,product quality,1,0,0,0,0,0
v employee go ahead dont get paid enough stop,product quality,1,0,0,0,0,0
get small tube damn question,product quality,1,0,0,0,0,0
wash change another perfume,product quality,1,0,0,0,0,0
would buy,product quality,1,0,0,0,0,0
l know victoria secret girl u wouldnt believe,product quality,1,0,0,0,0,0
smell weird,product quality,1,0,0,0,0,0
definitely thought bought tag first,product quality,1,0,0,0,0,0
fr thought bought napkin second,product quality,1,0,0,0,0,0
anyone else think bought tag,product quality,1,0,0,0,0,0
okay like much,product quality,1,0,0,0,0,0
impulse buy mine face mask brush amazon thought somethin,product quality,1,0,0,0,0,0
imagine spending necklace fall local carnival,product quality,1,0,0,0,0,0
okay look like something walmart gucci slapped im sorry,product quality,1,0,0,0,0,0
wait brand,product quality,1,0,0,0,0,0
tjmaxx plug tho got mine got gucci necklace packaging,product quality,1,0,0,0,0,0
much tho,product quality,1,0,0,0,0,0
today wanna see charlotterbx,product quality,1,0,0,0,0,0
wait find luxury sticker,product quality,1,0,0,0,0,0
adedrai want omg,product quality,1,0,0,0,0,0
literally charged people gave sticker maybe four sample size product,product quality,1,0,0,0,0,0
bet youre buzzing sticker wax seal lmao,product quality,1,0,0,0,0,0
enjoy sticker x,product quality,1,0,0,0,0,0
bestie got scammed,product quality,1,0,0,0,0,0
seeing video,product quality,1,0,0,0,0,0
literally full sticker,product quality,1,0,0,0,0,0
totally waste ive already seen unboxing,product quality,1,0,0,0,0,0
natalia b cuz got javier javier went natalia sofa main one,product quality,1,0,0,0,0,0
name,product quality,1,0,0,0,0,0
alexxxxxx,product quality,1,0,0,0,0,0
val mimis vercions e gucci,product quality,1,0,0,0,0,0
pongan moda otra vez control z,product quality,1,0,0,0,0,0
por fin alguien q control z,product quality,1,0,0,0,0,0
e guchi,product quality,1,0,0,0,0,0
yo amaba natalia tena un estilo hermoso,product quality,1,0,0,0,0,0
dios amo controlz jsjsj,product quality,1,0,0,0,0,0
yo vendiendo en la escuela sabrtas de en,product quality,1,0,0,0,0,0
cara delevinge clapping chewing gum,product quality,1,0,0,0,0,0
would pay chanel could model,product quality,1,0,0,0,0,0
first girl walk incredible,product quality,1,0,0,0,0,0
standing like nothing happening,product quality,1,0,0,0,0,0
chanel said let spend money,product quality,1,0,0,0,0,0
cant imagine scared model felt standing next rocket,product quality,1,0,0,0,0,0
channel really every show distract people fact new piece look previous one,product quality,1,0,0,0,0,0
way clapping cant,product quality,1,0,0,0,0,0
clapping cara delevingne chewing gum killed,product quality,1,0,0,0,0,0
thats runway anna wintour attended,product quality,1,0,0,0,0,0
like kanye scott,product quality,1,0,0,0,0,0
kanye got power duhhh,product quality,1,0,0,0,0,0
kanye got power,product quality,1,0,0,0,0,0
like kayne scot,product quality,1,0,0,0,0,0
kanye one good man,product quality,1,0,0,0,0,0
scott kanye got poser,product quality,1,0,0,0,0,0
kanye definitely power,product quality,1,0,0,0,0,0
kris jenner got power,product quality,1,0,0,0,0,0
first one wasnt travis scott btw,product quality,1,0,0,0,0,0
omggg first one travis scott,product quality,1,0,0,0,0,0
manifested,product quality,1,0,0,0,0,0
jupiter era real,product quality,1,0,0,0,0,0
adios sophia richie hola charlotte la nueva need money aesthetic,product quality,1,0,0,0,0,0
always knew destiny even everyone laughed,product quality,1,0,0,0,0,0
claimed,product quality,1,0,0,0,0,0
need tacky rich man,product quality,1,0,0,0,0,0
jupiter e real,product quality,1,0,0,0,0,0
manifestinggg,product quality,1,0,0,0,0,0
sprinkle sprinkle,product quality,1,0,0,0,0,0
jupiteeeer,product quality,1,0,0,0,0,0
ti tng c u c bn fan idol cmt ch ng mu xu mc ko p ko sang bng idol h toi phi kim ch ko c chi,product quality,1,0,0,0,0,0
ton anh p trai thoyy,product quality,1,0,0,0,0,0
anh mt cng mt lnh p trai khng nh cc sn ca vit nam ln ci toe tot nhy mt hn gi cc kiu r,product quality,1,0,0,0,0,0
gc nghing ca ai cng nh ca chp,product quality,1,0,0,0,0,0
ng th lm xu ng gu ca r,product quality,1,0,0,0,0,0
b mu xm trng nh di la c phi bts mc u ri ng khng,product quality,1,0,0,0,0,0
cmt ny cha thy ai nhc n idol lun c ng mt bn nhn ra mt b idol mc trong vid ny ht ko snh,product quality,1,0,0,0,0,0
c b namjoon mc th phi b c dy mu xanh th xunggg,product quality,1,0,0,0,0,0
tc di tn g vy,product quality,1,0,0,0,0,0
xin info anh u inh c k ad,product quality,1,0,0,0,0,0
wish society grew need luxury thing focused sharing good fortune needy,product quality,1,0,0,0,0,0
look like one tesco asda grocery bag,product quality,1,0,0,0,0,0
dont get bag like seriously look like grocery bag cost lifepeople wake human dying hunger,product quality,1,0,0,0,0,0
merry christmas,product quality,1,0,0,0,0,0
nan,nan,0,0,0,0,0,0
everything buy wrapped box big bow coz paid,product quality,1,0,0,0,0,0
love dior handbag except one,product quality,1,0,0,0,0,0
yes please xx,product quality,1,0,0,0,0,0
gorgeous,product quality,1,0,0,0,0,0
woq,product quality,1,0,0,0,0,0
born russian tourist dressed way,product quality,1,0,0,0,0,0
theyenvyghita,product quality,1,0,0,0,0,0
much blue goin blue item need replaced shoe bag white,product quality,1,0,0,0,0,0
ellaburton,product quality,1,0,0,0,0,0
washyourhands,product quality,1,0,0,0,0,0
everyone comment acting like half girlies saint tropez arent dressed like rn,product quality,1,0,0,0,0,0
tasnimahmeddx yes,product quality,1,0,0,0,0,0
work id choose something le obnoxious keep dress sandal one van cleef piece use basket type bag subtle shade chic,product quality,1,0,0,0,0,0
white dress would better outfit,product quality,1,0,0,0,0,0
see lot people dressed like dubai spically russian,product quality,1,0,0,0,0,0
video please,product quality,1,0,0,0,0,0
love little perfumitos,product quality,1,0,0,0,0,0
use code free item,product quality,1,0,0,0,0,0
send blck dior makeup bag well need code,product quality,1,0,0,0,0,0
hey girl gotten mini want start mini collection,product quality,1,0,0,0,0,0
omg mini,product quality,1,0,0,0,0,0
aww dream little one ur purse cute,product quality,1,0,0,0,0,0
omgggg mini jadore,product quality,1,0,0,0,0,0
okayyyyyy honeyyyy look,product quality,1,0,0,0,0,0
even input code never see spot site,product quality,1,0,0,0,0,0
saw todayyyy he gorgeous,product quality,1,0,0,0,0,0
man glowing,product quality,1,0,0,0,0,0
prettiest arrived,product quality,1,0,0,0,0,0
babyyyy,product quality,1,0,0,0,0,0
nan,nan,0,0,0,0,0,0
apo honey skin gorgeous,product quality,1,0,0,0,0,0
skin look stunning,product quality,1,0,0,0,0,0
look cute handsome time,product quality,1,0,0,0,0,0
mesmerizing true masterpiece man,product quality,1,0,0,0,0,0
skin,product quality,1,0,0,0,0,0
personally dont care resale value bag buy like want keep lol,product quality,1,0,0,0,0,0
leave telfar,product quality,1,0,0,0,0,0
functionality strap telfar agree withoverrated telfar arguable bag market depend price scarcity value,product quality,1,0,0,0,0,0
feel like feel telfar overrated buy resale market get drop affordable universal,product quality,1,0,0,0,0,0
hand telfar,product quality,1,0,0,0,0,0
agree lady dior small size staple shes still getting bought dont care value,product quality,1,0,0,0,0,0
rate telfar,product quality,1,0,0,0,0,0
said telfar many girl jumped throat look cheap,product quality,1,0,0,0,0,0
telfar described overrated discussion luxury item actually entire purpose brand lololol,product quality,1,0,0,0,0,0
would agree telfar worst would say,product quality,1,0,0,0,0,0
complementary water dropping k,product quality,1,0,0,0,0,0
bag match range rover,product quality,1,0,0,0,0,0
im gonna make yearold watch hear thankyous darcy role model,product quality,1,0,0,0,0,0
cant wait go shopping fill new house,product quality,1,0,0,0,0,0
thank thank thank honestly im way,product quality,1,0,0,0,0,0
bank account lmao,product quality,1,0,0,0,0,0
love life thanks taking u along purse gorgeous love bracelet,product quality,1,0,0,0,0,0
nan,nan,0,0,0,0,0,0
amount time h said thank u,product quality,1,0,0,0,0,0
nan,nan,0,0,0,0,0,0
se lo tomen muy en serio yo si bao diario noms q da hueva,product quality,1,0,0,0,0,0
la quiero roosa,product quality,1,0,0,0,0,0
como debe de serrr,product quality,1,0,0,0,0,0
jajajaja,product quality,1,0,0,0,0,0
mi abuelo dijo que para ser guapo que vaara,product quality,1,0,0,0,0,0
jakelinegutierrez jajajajaja,product quality,1,0,0,0,0,0
cual novio,product quality,1,0,0,0,0,0
eve ovio amor,product quality,1,0,0,0,0,0
samuel reyes yo jajajajajajjaja,product quality,1,0,0,0,0,0
j jaja vdd q si,product quality,1,0,0,0,0,0
baby pink navy blue,product quality,1,0,0,0,0,0
pink shade,product quality,1,0,0,0,0,0
navy blue eye color,product quality,1,0,0,0,0,0
jade green,sustainability,0,0,0,0,0,1
sage greenforest green,sustainability,0,0,0,0,0,1
favsss,product quality,1,0,0,0,0,0
erm according calculation black white actually shade,product quality,1,0,0,0,0,0
emerald green,sustainability,0,0,0,0,0,1
burgundy red,product quality,1,0,0,0,0,0
army green,sustainability,0,0,0,0,0,1
kels u,product quality,1,0,0,0,0,0
sylviac thsi better future u,product quality,1,0,0,0,0,0
summer japan,product quality,1,0,0,0,0,0
izzy moon boot,product quality,1,0,0,0,0,0
alessandrab ximoncaxi gonna u,product quality,1,0,0,0,0,0
thats every year since,product quality,1,0,0,0,0,0
jessicakerrigan,product quality,1,0,0,0,0,0
eva xx nic milne trip,product quality,1,0,0,0,0,0
elise cant wait,product quality,1,0,0,0,0,0
tgoff u knew ski,product quality,1,0,0,0,0,0
imagine u could flip like slap bracelet use side,product quality,1,0,0,0,0,0
guy,product quality,1,0,0,0,0,0
blair waldorf vibe,product quality,1,0,0,0,0,0
know thats massive headache waiting happen,product quality,1,0,0,0,0,0
giving blair waldorf,product quality,1,0,0,0,0,0
nan,nan,0,0,0,0,0,0
thought would like dollar really wanted,product quality,1,0,0,0,0,0
lucy mcnamara thought u would like blair bc ik u like headband,product quality,1,0,0,0,0,0
gi wouldve killed,product quality,1,0,0,0,0,0
blair waldrof,product quality,1,0,0,0,0,0
last till friday,product quality,1,0,0,0,0,0
said k dollar,product quality,1,0,0,0,0,0
u work hiring,product quality,1,0,0,0,0,0
k car worth,product quality,1,0,0,0,0,0
money stuff im happy purse matching wallet hold stuff way shocking know,product quality,1,0,0,0,0,0
lv box clutch,product quality,1,0,0,0,0,0
living,product quality,1,0,0,0,0,0
xoxaym bruh,product quality,1,0,0,0,0,0
certainly didnt like passport cover,product quality,1,0,0,0,0,0
nly k,product quality,1,0,0,0,0,0
happy,product quality,1,0,0,0,0,0
drip flex,product quality,1,0,0,0,0,0
wow,product quality,1,0,0,0,0,0
nan,nan,0,0,0,0,0,0
nan,nan,0,0,0,0,0,0
nan,nan,0,0,0,0,0,0
nan,nan,0,0,0,0,0,0
nan,nan,0,0,0,0,0,0
nan,nan,0,0,0,0,0,0
nan,nan,0,0,0,0,0,0
fact,product quality,1,0,0,0,0,0
oh yeah,product quality,1,0,0,0,0,0
beyond budget key,product quality,1,0,0,0,0,0
know difference,product quality,1,0,0,0,0,0
louder bro,product quality,1,0,0,0,0,0
reminds certain culture dowry still common required practice,product quality,1,0,0,0,0,0
champagne,product quality,1,0,0,0,0,0
finally someone said thank thank thank,product quality,1,0,0,0,0,0
love watching content life aspire,product quality,1,0,0,0,0,0
wise woman said woman expensive need date one within price range,product quality,1,0,0,0,0,0
bro j causally met luar la l way bruh,product quality,1,0,0,0,0,0
ovi though going get robbed,product quality,1,0,0,0,0,0
damn u see ovi luar,product quality,1,0,0,0,0,0
damn luar got good english wow,product quality,1,0,0,0,0,0
damn got see ovi,product quality,1,0,0,0,0,0
luar speaks really good english lol wasnt expecting,product quality,1,0,0,0,0,0
finding luar speak fluent english,product quality,1,0,0,0,0,0
pr dont approach em like theyre like este tipo,product quality,1,0,0,0,0,0
love ovi im cuban people represent bro,product quality,1,0,0,0,0,0
know im one thought said robber,product quality,1,0,0,0,0,0
id wear working,product quality,1,0,0,0,0,0
sound sound rich idk explain,product quality,1,0,0,0,0,0
kinda tacky imo,product quality,1,0,0,0,0,0
custom sold year ago around k probably least double,product quality,1,0,0,0,0,0
art piece im mistaken never real cartier release right,product quality,1,0,0,0,0,0
ruin classy watch,product quality,1,0,0,0,0,0
much go,product quality,1,0,0,0,0,0
im glad dont watch obsession hobby seems expensive im satisfied apple watch fragrance obsession tho,product quality,1,0,0,0,0,0
two different watch,product quality,1,0,0,0,0,0
k,product quality,1,0,0,0,0,0
ppl much money,product quality,1,0,0,0,0,0
happy birthday,product quality,1,0,0,0,0,0
ril son,product quality,1,0,0,0,0,0
starboy abiezzssz,product quality,1,0,0,0,0,0
jenna,product quality,1,0,0,0,0,0
nan,nan,0,0,0,0,0,0
happy brithday mommy,product quality,1,0,0,0,0,0
happy birthday ur mom,product quality,1,0,0,0,0,0
happy birthday dave mom babycandy wkwk,product quality,1,0,0,0,0,0
son,product quality,1,0,0,0,0,0
severooy,product quality,1,0,0,0,0,0
notauserjustaloser,product quality,1,0,0,0,0,0
millllkaaaa,product quality,1,0,0,0,0,0
nan,nan,0,0,0,0,0,0
nan,nan,0,0,0,0,0,0
nan,nan,0,0,0,0,0,0
nan,nan,0,0,0,0,0,0
nan,nan,0,0,0,0,0,0
nan,nan,0,0,0,0,0,0
nan,nan,0,0,0,0,0,0
scream mom bracelet stack,product quality,1,0,0,0,0,0
oh god mom bracelet stack dream,product quality,1,0,0,0,0,0
ok get metal band paying much string crazy,product quality,1,0,0,0,0,0
video called poor many way,product quality,1,0,0,0,0,0
need morning cartier,product quality,1,0,0,0,0,0
honestly would hope get restrung free,product quality,1,0,0,0,0,0
much trinity bracelet,product quality,1,0,0,0,0,0
ur mom bracelet amazing,product quality,1,0,0,0,0,0
rich richhh,product quality,1,0,0,0,0,0
love lifestyle opposite cool watch lifestyle,product quality,1,0,0,0,0,0
got parent graduated,product quality,1,0,0,0,0,0
parent trend year ago,product quality,1,0,0,0,0,0
get,product quality,1,0,0,0,0,0
name eva,product quality,1,0,0,0,0,0
b plz,product quality,1,0,0,0,0,0
bia name omg,product quality,1,0,0,0,0,0
kvstarz,product quality,1,0,0,0,0,0
allira wish,product quality,1,0,0,0,0,0
lejlabrkoo yes,product quality,1,0,0,0,0,0
luce want need,product quality,1,0,0,0,0,0
showroski,product quality,1,0,0,0,0,0
showroski ali express dhgate el mercadillo chino,product quality,1,0,0,0,0,0
swarovski bb,product quality,1,0,0,0,0,0
showroski,product quality,1,0,0,0,0,0
swarovski vv,product quality,1,0,0,0,0,0
colombian gold,product quality,1,0,0,0,0,0
showrsovski,product quality,1,0,0,0,0,0
showrosky,product quality,1,0,0,0,0,0
showroski eroski schwarovski,product quality,1,0,0,0,0,0
swarovsky,product quality,1,0,0,0,0,0
looked fine ngl,product quality,1,0,0,0,0,0
gon call friend hanging together,product quality,1,0,0,0,0,0
actually fine hell,product quality,1,0,0,0,0,0
black air force energy,product quality,1,0,0,0,0,0
shes cute tho,product quality,1,0,0,0,0,0
like friend like im like like,product quality,1,0,0,0,0,0
looking breedable tho,product quality,1,0,0,0,0,0
thats th reason,product quality,1,0,0,0,0,0
shes cute,product quality,1,0,0,0,0,0
shoe explain,product quality,1,0,0,0,0,0
shes treating good love,product quality,1,0,0,0,0,0
lisa queen,product quality,1,0,0,0,0,0
took care love lisa country,product quality,1,0,0,0,0,0
amount love care lili receives,product quality,1,0,0,0,0,0
please blink let stream money yt,product quality,1,0,0,0,0,0
woman,product quality,1,0,0,0,0,0
treating like sweet mom oh gosh cute,product quality,1,0,0,0,0,0
deserves french citizenship,product quality,1,0,0,0,0,0
lisa ia like daughter,product quality,1,0,0,0,0,0
even kiss,product quality,1,0,0,0,0,0
granny flexing,product quality,1,0,0,0,0,0
never knew needed,product quality,1,0,0,0,0,0
casio sell one similar around bought mine super pretty,product quality,1,0,0,0,0,0
mom borrow sometimes kinda loose cute tho,product quality,1,0,0,0,0,0
giving old money vibe,product quality,1,0,0,0,0,0
look vintage one want spend le chic,product quality,1,0,0,0,0,0
danaelleblt ive obsessed cartier watch since saw spencer hastings pretty little liar goal buy,product quality,1,0,0,0,0,0
thats im saving money,product quality,1,0,0,0,0,0
love side tiktok even cant afford,product quality,1,0,0,0,0,0
shein dupe,product quality,1,0,0,0,0,0
acabei de acordar da minha sonequinha q comeou,product quality,1,0,0,0,0,0
e pior qnd eu acordo dia seguinte kkkkkkkkkkkkkkkkkkkkkkkkkkkk,product quality,1,0,0,0,0,0
fui dormir e acordei da manh atrasada p escola risos,product quality,1,0,0,0,0,0
meu medo celine parar de graa,product quality,1,0,0,0,0,0
um dia eu dormi da e acordei outro dia,product quality,1,0,0,0,0,0
eu literalmente acabei de acordar kkkkkkkkkkkkkk,product quality,1,0,0,0,0,0
eu j dormi um dia inteiro,product quality,1,0,0,0,0,0
acabei de acordar da minha sonequinha,product quality,1,0,0,0,0,0
bom dia pra quem vai pra escola,product quality,1,0,0,0,0,0
mano teve um dia que eu dormi da ate hr da manh,product quality,1,0,0,0,0,0
meu maior medo celine parar de graa,product quality,1,0,0,0,0,0
mainha,product quality,1,0,0,0,0,0
celine rindo mto divonica,product quality,1,0,0,0,0,0
papai nao nao,product quality,1,0,0,0,0,0
gente tem como falar que zeca modinha como nao amar essa fofurette,product quality,1,0,0,0,0,0
desenho podium ser assim cada episdio celine faz um plano pique cebolinha pra ir pra bahia soq final l sempre pega ela flagra espalhem somente uma ideia,product quality,1,0,0,0,0,0
eu vo pa bahia pa bahia,product quality,1,0,0,0,0,0
ruim desse vdeo que acaba,product quality,1,0,0,0,0,0
atrasada horas mais vim kaak,product quality,1,0,0,0,0,0
vou enviar vrios vdeos da zeca pro meu namorado pra ele se apaixonar por ela e deixar eu pr nome da nossa filha caso seja menina de celine,product quality,1,0,0,0,0,0
bogum lisa setting standard high,product quality,1,0,0,0,0,0
ship lisa v really bogum lisa moment,product quality,1,0,0,0,0,0
lisa bogum bringing kdrama standard real life,product quality,1,0,0,0,0,0
first time see lady taking care caring bogum thanks lisa nice,product quality,1,0,0,0,0,0
way lisa stop also taehyung stop look lisa bogum,product quality,1,0,0,0,0,0
part bogum lend coat lisa,product quality,1,0,0,0,0,0
v third wheel,product quality,1,0,0,0,0,0
lisa bestgirl,product quality,1,0,0,0,0,0
normalize interaction magical see together,product quality,1,0,0,0,0,0
got smiling kicking foot air,product quality,1,0,0,0,0,0
tiktok viral,product quality,1,0,0,0,0,0
name song,product quality,1,0,0,0,0,0
goal,product quality,1,0,0,0,0,0
aspiro eso en la vida,product quality,1,0,0,0,0,0
los q lo conocimos cuando estaba en su prime drakukeo superstar que se manifiesten porfavor,product quality,1,0,0,0,0,0
que locura de concierto,product quality,1,0,0,0,0,0
fue una pasada,product quality,1,0,0,0,0,0
como puede ser tan guapa,product quality,1,0,0,0,0,0
esa chica del vestido rojo e celine,product quality,1,0,0,0,0,0
arrepiento de haber ido,product quality,1,0,0,0,0,0
author start live broadcast,product quality,1,0,0,0,0,0
outro desenho da celine tem um em especificamente que ela tava falando que era realmente inapropriado,product quality,1,0,0,0,0,0
gente esta ficando super preocupante essa obsesso pela celine,product quality,1,0,0,0,0,0
pessoas esto ficando obssecadas pela celine,product quality,1,0,0,0,0,0
vocs vo fzr letcia para de mostrar celine igual rora fez,product quality,1,0,0,0,0,0
sabia que ia dar nisso,product quality,1,0,0,0,0,0
aaaaaaaa pq ngm entende oq leticia ta falandoooooo,product quality,1,0,0,0,0,0
fui pesquisar o desenhos da celine kkkk,product quality,1,0,0,0,0,0
explicao o f da celinezeca pagadona queriam fazer um desenho dela ma leticia explicou que era pra esperar um pouco porque um assunto srio por conta da imagem da celine e etc,product quality,1,0,0,0,0,0
gente isso uma obsesso por essa criana md,product quality,1,0,0,0,0,0
lisa still ambassador mac,product quality,1,0,0,0,0,0
like bvlgari,product quality,1,0,0,0,0,0
fr chivas regal one,product quality,1,0,0,0,0,0
prada,product quality,1,0,0,0,0,0
add adidas,product quality,1,0,0,0,0,0
im wearing celene brand rn,product quality,1,0,0,0,0,0
victoria secret soon,product quality,1,0,0,0,0,0
bp member many brand,product quality,1,0,0,0,0,0
main model celine quite popular guess,product quality,1,0,0,0,0,0
u forgot adlv dude,product quality,1,0,0,0,0,0
know go bathroom announce,product quality,1,0,0,0,0,0
love goofball fun,product quality,1,0,0,0,0,0
celine literally girl,product quality,1,0,0,0,0,0
shes best sense humour miss,product quality,1,0,0,0,0,0
heart almost dropped seeing sad stage grammys,product quality,1,0,0,0,0,0
always praying health happiness,product quality,1,0,0,0,0,0
omg face trust much,product quality,1,0,0,0,0,0
shes unserious one hilarious celebrity,product quality,1,0,0,0,0,0
im glad mum named,product quality,1,0,0,0,0,0
sweetest soul,product quality,1,0,0,0,0,0
he hot cute time,product quality,1,0,0,0,0,0
finally edit bogum ive waiting,product quality,1,0,0,0,0,0
ughh he fine,product quality,1,0,0,0,0,0
he handsome kind,product quality,1,0,0,0,0,0
liked gave time fan bless,product quality,1,0,0,0,0,0
handsome,product quality,1,0,0,0,0,0
people making edits v l waiting bogus,product quality,1,0,0,0,0,0
bro keept looking couldnt take eye like handsome,product quality,1,0,0,0,0,0
need fyp,product quality,1,0,0,0,0,0
bogum maryy plss,product quality,1,0,0,0,0,0
gente aniversrio de ano da celine foi da chapeuzinho vermelho,product quality,1,0,0,0,0,0
aaaah esse n foi aniversrio da celine,product quality,1,0,0,0,0,0
gente isso foi caf manh,product quality,1,0,0,0,0,0
aniversrio da celine de um ano foi melhor de todos e mais bonito,product quality,1,0,0,0,0,0
festa da celineamor festa da luadinheiro,product quality,1,0,0,0,0,0
e ainda chamam nossa pequena de mimada,product quality,1,0,0,0,0,0
esto fazendo parecer q lua est errada por ter uma festa,product quality,1,0,0,0,0,0
carano possvel que fazendo o pais da lua parecerem errados por ter dado uma festa pra filha deles,product quality,1,0,0,0,0,0
gnt esse foi aniversrio dela foi da chapeuzinho vermelho,product quality,1,0,0,0,0,0
ela toda felizinha,product quality,1,0,0,0,0,0
chanel vivienne westwood,product quality,1,0,0,0,0,0
louboutins mach mach ysl,product quality,1,0,0,0,0,0
ysl versace vivienne westwood,product quality,1,0,0,0,0,0
jimmy choo,product quality,1,0,0,0,0,0
mach mach christian louboutin,product quality,1,0,0,0,0,0
saint laurent dieselversace,product quality,1,0,0,0,0,0
love womannnnn,product quality,1,0,0,0,0,0
saint laurent,product quality,1,0,0,0,0,0
miu miu christian laubation look cool,product quality,1,0,0,0,0,0
ysl dior chanel way,product quality,1,0,0,0,0,0
bag beautiful,product quality,1,0,0,0,0,0
aw haha last one cute,product quality,1,0,0,0,0,0
legend say rich mom replay id early,product quality,1,0,0,0,0,0
stan dior rich mom,product quality,1,0,0,0,0,0
bet smallest one expensive life,product quality,1,0,0,0,0,0
elle un putain de sac de course dior le sac multi color,product quality,1,0,0,0,0,0
u put tiny one,product quality,1,0,0,0,0,0
mdrrr mais le tout petit truc rose tu mets quoi dedans un coton tige,product quality,1,0,0,0,0,0
mom please,product quality,1,0,0,0,0,0
har lo mismo con mi bolsas del mandado,product quality,1,0,0,0,0,0
bb bts black pink omg,product quality,1,0,0,0,0,0
nan,nan,0,0,0,0,0,0
trio,product quality,1,0,0,0,0,0
powerfullll trio,product quality,1,0,0,0,0,0
omg park bo gum,product quality,1,0,0,0,0,0
bias taehyoung lisa,product quality,1,0,0,0,0,0
dior mane,product quality,1,0,0,0,0,0
molishinbi,product quality,1,0,0,0,0,0
celine trio,product quality,1,0,0,0,0,0
oh gawd la lisa oh gawd im lisas biggest number fan,product quality,1,0,0,0,0,0
one earring thing look tho nailed,product quality,1,0,0,0,0,0
moto life,product quality,1,0,0,0,0,0
queen,product quality,1,0,0,0,0,0
iconic,product quality,1,0,0,0,0,0
jeito q eu sou certamente pararia por un segundos meu brinco caiu ou eu louca md,product quality,1,0,0,0,0,0
md eu nunca reparei que brinco tinha cado,product quality,1,0,0,0,0,0
la amo,product quality,1,0,0,0,0,0
kevin,product quality,1,0,0,0,0,0
tough life tough job oh feel,product quality,1,0,0,0,0,0
basically model time job yeah act normal,product quality,1,0,0,0,0,0
one hate givenchy boot,product quality,1,0,0,0,0,0
plan become rich plan b marry rich guy,product quality,1,0,0,0,0,0
yes sure,product quality,1,0,0,0,0,0
givenchy boot aghhhhhhh,product quality,1,0,0,0,0,0
eloise dibs beige,product quality,1,0,0,0,0,0
change porsche mclaren senna gold,product quality,1,0,0,0,0,0
sar shoe dress impress,product quality,1,0,0,0,0,0
im dino sboothmeister im silver,product quality,1,0,0,0,0,0
micheal jimstin buy,product quality,1,0,0,0,0,0
blair georginaserena,product quality,1,0,0,0,0,0
yo fui spreen,product quality,1,0,0,0,0,0
literal,product quality,1,0,0,0,0,0
literal,product quality,1,0,0,0,0,0
lit,product quality,1,0,0,0,0,0
lit,product quality,1,0,0,0,0,0
yo fui lit killah,product quality,1,0,0,0,0,0
yo fui lit killiah,product quality,1,0,0,0,0,0
yoooo,product quality,1,0,0,0,0,0
lit killah,product quality,1,0,0,0,0,0
lo peor esq el mismo duki le dijo que era reggeton,product quality,1,0,0,0,0,0
hear song tom kaulitz edits,product quality,1,0,0,0,0,0
vibing song,product quality,1,0,0,0,0,0
black,product quality,1,0,0,0,0,0
black gang gather,product quality,1,0,0,0,0,0
want black want maybach,product quality,1,0,0,0,0,0
blackkkk,product quality,1,0,0,0,0,0
im black dress dont care,product quality,1,0,0,0,0,0
im black one,product quality,1,0,0,0,0,0
im balck end white,product quality,1,0,0,0,0,0
fav money call black,product quality,1,0,0,0,0,0
ngl thought taika waititi start,product quality,1,0,0,0,0,0
fun fact man smooth talk bear coat,product quality,1,0,0,0,0,0
maybe could one mistake,product quality,1,0,0,0,0,0
bro commander night watch,product quality,1,0,0,0,0,0
bro owns whoever owns gucci,product quality,1,0,0,0,0,0
dressed fine probably smell like million buck,product quality,1,0,0,0,0,0
know guy know guy,product quality,1,0,0,0,0,0
kevin female gaze dude think look like,product quality,1,0,0,0,0,0
dating man give feeling got watching video,product quality,1,0,0,0,0,0
he like fr,product quality,1,0,0,0,0,0
red bottom,product quality,1,0,0,0,0,0
mother louboutin one love cant wait start wearing,product quality,1,0,0,0,0,0
ariana like red bottom,product quality,1,0,0,0,0,0
happiness price red bottom,product quality,1,0,0,0,0,0
ysl one,product quality,1,0,0,0,0,0
one w red bottom,product quality,1,0,0,0,0,0
love red bottom,product quality,1,0,0,0,0,0
saint laurent heel,product quality,1,0,0,0,0,0
valentino heel,product quality,1,0,0,0,0,0
ysl one got heartttt,product quality,1,0,0,0,0,0
necesito verlo,product quality,1,0,0,0,0,0
beautiful,product quality,1,0,0,0,0,0
adore de look q,product quality,1,0,0,0,0,0
nan,nan,0,0,0,0,0,0
yo veo hailey,product quality,1,0,0,0,0,0
lit,product quality,1,0,0,0,0,0
elegancestreetstyle,product quality,1,0,0,0,0,0
literal,product quality,1,0,0,0,0,0
pero hailey e el verdadero hasta con un pedazo de tela se bien,product quality,1,0,0,0,0,0
un minuto de silencio por la muerte de varios estilistas por la culpa de la estilista de hailey que la puso una sbana,product quality,1,0,0,0,0,0
damage,product quality,1,0,0,0,0,0
personally wouldnt let slide,product quality,1,0,0,0,0,0
could buy house money,product quality,1,0,0,0,0,0
affect lebrons legacy,reputation & heritage,0,1,0,0,0,0
seemed like genuine accident let know need careful pay damage need,product quality,1,0,0,0,0,0
movie name top gun maverick,product quality,1,0,0,0,0,0
shot make cut itll immersive shot ever,product quality,1,0,0,0,0,0
good thing there matte box lol,product quality,1,0,0,0,0,0
instant regret kinda feel bad,product quality,1,0,0,0,0,0
made thing false alarm weekend,product quality,1,0,0,0,0,0
