Text,labels,Tokens_used
"trying watch lifetime glitches,","Brand_labels: [""customer service""]
Emotion_labels: [""disappointed""]",549
"looking rare aesthetics,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",547
"pls replace phone head,","Brand_labels: [""customer service""]
Emotion_labels: [""disappointed""]",549
"early clowns,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",547
"early unicorns,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",547
"candy ken haters,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""hate""]",552
"ok code let stole credit card first im gona richhh,","Brand_labels: [""customer service""]
Emotion_labels: [""excited""]",557
"military dictator coup forces firing people people defense pdf mandalay myanmar save myanmar,","Brand_labels: [""reputation & heritage"", ""customer service"", ""social impact""]
Emotion_labels: [""horrible"", ""terrible""]",577
"rich people check,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",547
"aries_girllq nothing_hm,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",552
"blnnxgzll reality,","Brand_labels: [""product quality"", ""reputation & heritage"", ""customer service"", ""social impact"", ""ethical practices"", ""sustainability""]
Emotion_labels: [""love"", ""great"", ""amazing"", ""impressed"", ""thrilled"", ""excited"", ""horrible"", ""bad"", ""disappointed"", ""terrible"", ""worse"", ""hate""]",614
"messi chess match,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""excited""]",551
"best everything,","Brand_labels: [""product quality"", ""reputation & heritage"", ""customer service"", ""social impact"", ""ethical practices"", ""sustainability""]
Emotion_labels: [""love""]",568
"hes packing bags come back barca,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",551
"wc 2 pic lv pick one goat,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",554
"time wear louis vuitton,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",550
"guys make jojo siwa look normal rayy_9 morecashmoneythanallyou brandonrojas11,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""horrible""]",571
"supposed know,","Brand_labels: [""customer service""]
Emotion_labels: [""disappointed""]",548
"sorry aint letting entire circus better luck next time tho,","Brand_labels: [""customer service"", ""reputation & heritage""]
Emotion_labels: [""disappointed""]",562
"closed saw,","Brand_labels: [""customer service""]
Emotion_labels: [""disappointed""]",547
"close dont want clowns store,","Brand_labels: [""customer service""]
Emotion_labels: [""disappointed""]",551
"online school,","Brand_labels: [""product quality"", ""reputation & heritage"", ""customer service"", ""social impact"", ""ethical practices"", ""sustainability""]
Emotion_labels: [""love"", ""great"", ""amazing"", ""impressed"", ""thrilled"", ""excited"", ""horrible"", ""bad"", ""disappointed"", ""terrible"", ""worse"", ""hate""]",610
"early clowns,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",547
"early clowns,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",547
"dont think anyone really asked tho,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""disappointed""]",553
"move trying open,","Brand_labels: [""customer service""]
Emotion_labels: [""disappointed""]",548
"early respond,","Brand_labels: [""customer service""]
Emotion_labels: []",544
"first,","Brand_labels: [""product quality"", ""reputation & heritage"", ""customer service"", ""social impact"", ""ethical practices"", ""sustainability""]
Emotion_labels: [""love"", ""great"", ""amazing"", ""impressed"", ""thrilled"", ""excited"", ""horrible"", ""bad"", ""disappointed"", ""terrible"", ""worse"", ""hate""]",609
"first,","Brand_labels: [""product quality"", ""reputation & heritage"", ""customer service"", ""social impact"", ""ethical practices"", ""sustainability""]
Emotion_labels: [""love"", ""great"", ""amazing"", ""impressed"", ""thrilled"", ""excited"", ""horrible"", ""bad"", ""disappointed"", ""terrible"", ""worse"", ""hate""]",609
"love watching videos,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",549
"think cooler clear logo inside,","Brand_labels: [""product quality""]
Emotion_labels: []",547
"make chanel diamond would cute,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",550
"remind plz,","Brand_labels: [""customer service""]
Emotion_labels: []",546
"okay want see painting picture back,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",550
"looked gucci ghost ring underwhelmed,","Brand_labels: [""product quality""]
Emotion_labels: [""disappointed""]",554
"gift gucci ghost ring intent sharing reaction much gift,","Brand_labels: [""product quality""]
Emotion_labels: []",552
"like laugh daughter tell shes getting put 18 different boxes wrapped separately evil laughin whole time,","Brand_labels: [""customer service""]
Emotion_labels: [""love""]",563
"damn gucci ghost ring sold everywhere hot minute good job mom,","Brand_labels: [""product quality"", ""customer service""]
Emotion_labels: [""love""]",560
"still walks flawlessly,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",548
"marthahier love,","Brand_labels: [""product quality"", ""reputation & heritage"", ""customer service"", ""social impact"", ""ethical practices"", ""sustainability""]
Emotion_labels: [""love""]",571
"lmaoooo started fly lost,","Brand_labels: [""product quality"", ""customer service""]
Emotion_labels: [""disappointed""]",555
"air louboutin 6s coming 2020,","Brand_labels: [""product quality""]
Emotion_labels: [""excited""]",557
"haha hashtagged louis vuitton,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",552
"excuse mam target bathroom,","Brand_labels: [""customer service""]
Emotion_labels: []",547
"people think hes holding something,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",549
"also want kidnapped get two lv bags,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",551
"exe chief congratulations store opened small street jhb,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""excited""]",556
"fortnite bro thats guy fortnight,","Brand_labels: [""product quality"", ""reputation & heritage"", ""customer service"", ""social impact"", ""ethical practices"", ""sustainability""]
Emotion_labels: [""love""]",573
"cant lv ohio,","Brand_labels: [""customer service""]
Emotion_labels: [""disappointed""]",548
"wonderful animition,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",549
"reference,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",545
"hermes nail polish needs one coat,","Brand_labels: [""product quality""]
Emotion_labels: []",549
"wearing wine red essence cause im broke,","Brand_labels: [""product quality""]
Emotion_labels: []",550
"ngl chanel nail polish really good tones polish since middle school like opi orly essie dior etc 10 years,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",569
"like normal nail polish wayyyyyyy worst explotation cruelty carry,","Brand_labels: [""product quality"", ""ethical practices""]
Emotion_labels: [""worse""]",561
"got basically one opi nail polish,","Brand_labels: [""product quality""]
Emotion_labels: []",548
"mom gave excact shade nail polish,","Brand_labels: [""product quality""]
Emotion_labels: []",549
"youre sad put lipstick attack coco chanel,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",555
"chanel strong woman lost lot always got,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",552
"thats love chanel,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",551
"way none u knew mascara isnt chanel giorgio armani,","Brand_labels: [""product quality""]
Emotion_labels: []",555
"moment step gym auto correct got chanel,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",552
"hes classic legend,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",547
"think hes dead love karl much,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",553
"one girl looks girl crying acted also crying camera points,","Brand_labels: [""customer service""]
Emotion_labels: [""disappointed""]",555
"cried lol,","Brand_labels: [""customer service""]
Emotion_labels: [""disappointed""]",548
"absolutely yes,","Brand_labels: [""product quality"", ""reputation & heritage"", ""customer service"", ""social impact"", ""ethical practices"", ""sustainability""]
Emotion_labels: [""excited""]",570
"ruined perfectly good chanel,","Brand_labels: [""product quality""]
Emotion_labels: [""horrible""]",551
"shouldve netflix new cake show,","Brand_labels: [""product quality"", ""reputation & heritage"", ""customer service"", ""social impact"", ""ethical practices"", ""sustainability""]
Emotion_labels: [""love"", ""great"", ""amazing"", ""impressed"", ""thrilled"", ""excited"", ""horrible"", ""bad"", ""disappointed"", ""terrible"", ""worse"", ""hate""]",615
"trust nothing anything could cake,","Brand_labels: [""customer service""]
Emotion_labels: [""disappointed""]",550
"cheaper chanel purse make one carry around,","Brand_labels: [""product quality""]
Emotion_labels: []",551
"totally expecting sort transition exceeded expectations,","Brand_labels: [""product quality""]
Emotion_labels: [""impressed""]",552
"okay many question 1 make chains purse know wasnt going fall,","Brand_labels: [""product quality""]
Emotion_labels: [""disappointed""]",558
"confused chanel wasnt shadow,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""confused""]",554
"something love,","Brand_labels: [""product quality"", ""reputation & heritage"", ""customer service"", ""social impact"", ""ethical practices"", ""sustainability""]
Emotion_labels: [""love""]",568
"wasnt expecting look good,","Brand_labels: [""product quality""]
Emotion_labels: [""impressed""]",550
"couldve spray painted black first spray painted cutout top looks nice,","Brand_labels: [""product quality""]
Emotion_labels: []",555
"watch regular rackets become expensive people quarantine get bored,","Brand_labels: [""product quality""]
Emotion_labels: [""disappointed""]",555
"still love colors like look almost black theyre red purple,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",555
"90s go want similar vibe wear opi black cherry chutney lincoln park midnight,","Brand_labels: [""product quality""]
Emotion_labels: []",559
"couldnt afford chanel black base red top looked like black cherry,","Brand_labels: [""product quality""]
Emotion_labels: []",555
"know rouge noir im 90s uk girl pale beige pout grey eyeliner pack marlboro lights wonder bra sorted,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",568
"opi dip complementary wine color malaga wine,","Brand_labels: [""product quality""]
Emotion_labels: []",550
"yes wicked essie,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",550
"perfect timing,","Brand_labels: [""customer service""]
Emotion_labels: [""love""]",546
"looks amazing actual look feels simple despite theme,","Brand_labels: [""product quality""]
Emotion_labels: [""amazing""]",553
"one actually really liked outfit,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",549
"stylist also rose last time,","Brand_labels: [""customer service""]
Emotion_labels: [""love""]",550
"fit makes jennie comfortable maybe didnt like long dresses watch interview said shes curious sit crazy dresses,","Brand_labels: [""product quality""]
Emotion_labels: [""disappointed""]",564
"would crime didnt go tbh like chanel themed,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""disappointed""]",557
"classic runway show 1990,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",550
"sosisosi see didnt ignore fact screaming say jennie,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""horrible""]",558
"never find stylish idk manicure point,","Brand_labels: [""product quality""]
Emotion_labels: [""disappointed""]",553
"yeah shes got arm hair shes also got cartier bracelet yall,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",559
"packagethe bracelet,","Brand_labels: [""customer service""]
Emotion_labels: []",546
"people notice body hair notice 5k bracelet,","Brand_labels: [""product quality""]
Emotion_labels: []",551
"boys little boys obviously problem yohr appearance want commemt fix first,","Brand_labels: [""customer service""]
Emotion_labels: [""disappointed""]",559
"thin love bracelet supremacy,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",548
"claiming energy,","Brand_labels: [""sustainability""]
Emotion_labels: []",545
"whats everyones sudden hatred arm hair,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""hate""]",555
"im excited work hard one take able buy nice things like,","Brand_labels: [""product quality""]
Emotion_labels: [""excited""]",556
"thats im talking,","Brand_labels: [""product quality"", ""reputation & heritage"", ""customer service"", ""social impact"", ""ethical practices"", ""sustainability""]
Emotion_labels: [""excited""]",571
"really beautiful,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",546
"yall dont get talk fashiok way u dont understand anything,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""disappointed""]",560
"happy holidays selena noura,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""excited""]",553
"evolution baby,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",547
"de old money new money,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",549
"listen cartier bracelet fell tracks idc causing whole day delays im getting back,","Brand_labels: [""product quality"", ""customer service""]
Emotion_labels: [""disappointed""]",564
"would happily wait mean someone getting 6k cartier bracelet back,","Brand_labels: [""customer service""]
Emotion_labels: [""love""]",557
"youre wearing 6k bracelet riding subway need reconsider financial choices,","Brand_labels: [""product quality""]
Emotion_labels: []",555
"wouldve happily late work meant somebody getting cartier back,","Brand_labels: [""customer service""]
Emotion_labels: [""love""]",555
"kim theres people dying,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""disappointed""]",551
"one person taking care jewellery really worth delay many people someone could something urgent going,","Brand_labels: [""customer service""]
Emotion_labels: [""disappointed""]",560
"ever found train delayed bc someone dropped bracelet theyd go witness protection,","Brand_labels: [""customer service""]
Emotion_labels: [""disappointed""]",558
"opens browser searches cartier bracelet im stopping train,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""excited""]",556
"people even manage drop stuff tracks like wrong,","Brand_labels: [""customer service""]
Emotion_labels: [""disappointed""]",553
"wish able afford one day,","Brand_labels: [""product quality""]
Emotion_labels: []",547
"instagram priscyescoto,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",552
"yeah look forward thats hour time,","Brand_labels: [""customer service""]
Emotion_labels: [""excited""]",551
"love nail tech look forward two hour appointments lmao,","Brand_labels: [""customer service""]
Emotion_labels: [""love""]",555
"thats actually ring ladies finger lol,","Brand_labels: [""product quality""]
Emotion_labels: []",549
"nail tech one favourite people whole world,","Brand_labels: [""customer service""]
Emotion_labels: [""love""]",552
"mine books rushes still perfectly,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",549
"cartier tiffany van cleef messika piaget boucheron bulgari harry winston,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",565
"uno de champions indiscutible almighty janrolyrics2,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",560
"randxm__stuff true,","Brand_labels: [""product quality"", ""reputation & heritage"", ""customer service"", ""social impact"", ""ethical practices"", ""sustainability""]
Emotion_labels: [""love"", ""great"", ""amazing"", ""impressed"", ""thrilled"", ""excited"", ""horrible"", ""bad"", ""disappointed"", ""terrible"", ""worse"", ""hate""]",613
"andre dwt,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""neutral""]",549
"dont understand spending money put eachother car,","Brand_labels: [""customer service""]
Emotion_labels: [""disappointed""]",553
"scar grind mine wouldnt give key back pliers wouldnt cut,","Brand_labels: [""product quality""]
Emotion_labels: [""disappointed""]",558
"anyone else think pin goes though wrist,","Brand_labels: [""product quality""]
Emotion_labels: [""bad""]",552
"elegance radiance jisoo glows classically expensive,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",559
"jisoo rarely wants wear clothes like wears gives vibe like rich mommy,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",559
"jisoo looks pretty colour black,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",552
"looks beautiful ceo rich jisso,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",554
"cartier fighting,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""horrible""]",550
"confidence lately always shy walk buh gurl getting im happy em seem happy free lately,","Brand_labels: [""reputation & heritage"", ""customer service""]
Emotion_labels: [""happy""]",567
"yall clearly aint heard red,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",551
"started tearing soon heard,","Brand_labels: [""product quality""]
Emotion_labels: [""disappointed""]",549
"ppl saying carti legit says jordan carter song credits,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",557
"yall must know red,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",549
"new gen think carti stick wlr sounds yall dont know carti change lot,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",563
"main character,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",548
"video really nice,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",547
"everytime see fyp gets better better better incredible musician vocalist,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""amazing""]",559
"isnt sound another singer dueted sounds like voice,","Brand_labels: [""product quality""]
Emotion_labels: [""neutral""]",554
"please make full version,","Brand_labels: [""customer service""]
Emotion_labels: [""disappointed""]",549
"covered goosebumps,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",548
"youre amazing excited music makes day every time see one,","Brand_labels: [""product quality""]
Emotion_labels: [""amazing"", ""excited""]",560
"fully heterosexual couple would argue celine dion yep,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",555
"understood needed nail clippers,","Brand_labels: [""product quality""]
Emotion_labels: []",548
"building thing trust rebuilt helen,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",550
"tried type yall underrated said yall underaged,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""bad""]",557
"agree helen never touch lady gaga,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""hate""]",555
"wann face reveal,","Brand_labels: [""customer service""]
Emotion_labels: [""excited""]",549
"wann face revel,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""excited""]",551
"celine ill anything u,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",551
"celine love languagenya act service ya,","Brand_labels: [""customer service""]
Emotion_labels: [""love""]",553
"celine acting like possessive boyfriend uh,","Brand_labels: [""customer service""]
Emotion_labels: [""disappointed""]",553
"celine anything u,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",548
"hahahaha celine lisa cant wear others brand mine afterceline make new product similar lisa wear,","Brand_labels: [""product quality"", ""reputation & heritage""]
Emotion_labels: [""excited""]",573
"type necessity,","Brand_labels: [""product quality""]
Emotion_labels: [""neutral""]",546
"would made 30k month,","Brand_labels: [""product quality"", ""reputation & heritage"", ""customer service"", ""social impact"", ""ethical practices"", ""sustainability""]
Emotion_labels: [""love"", ""great"", ""amazing"", ""impressed"", ""thrilled"", ""excited""]",591
"bro scared hes gon na next,","Brand_labels: [""customer service""]
Emotion_labels: [""horrible""]",551
"bro shaking boots,","Brand_labels: [""product quality""]
Emotion_labels: []",545
"blink twice need help,","Brand_labels: [""customer service""]
Emotion_labels: [""disappointed""]",549
"saw couple dont wan na like,","Brand_labels: [""product quality""]
Emotion_labels: [""disappointed""]",552
"looks scared,","Brand_labels: [""customer service""]
Emotion_labels: [""horrible""]",547
"someone help felix im serious rn omg,","Brand_labels: [""customer service""]
Emotion_labels: [""excited""]",554
"imagine bathroom saying mom pick phone,","Brand_labels: [""customer service""]
Emotion_labels: [""confused""]",552
"wan na buy worth tbh,","Brand_labels: [""product quality""]
Emotion_labels: []",548
"please good girl perfume,","Brand_labels: [""product quality""]
Emotion_labels: []",546
"want afford groceries,","Brand_labels: [""customer service""]
Emotion_labels: [""disappointed""]",548
"whos trying match,","Brand_labels: [""product quality"", ""reputation & heritage"", ""customer service"", ""social impact"", ""ethical practices"", ""sustainability""]
Emotion_labels: []",568
"black one,","Brand_labels: [""product quality""]
Emotion_labels: []",544
"𝑅𝑒𝑛 توته us grow uppp,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""excited""]",564
"also better chanel,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""better""]",550
"please present,","Brand_labels: [""customer service""]
Emotion_labels: []",544
"19 please,","Brand_labels: [""customer service""]
Emotion_labels: []",544
"montana ct abrahams version si,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",552
"wallet,","Brand_labels: [""product quality""]
Emotion_labels: []",543
"victoras secret store awesome,","Brand_labels: [""customer service""]
Emotion_labels: [""love""]",550
"need know top skirt whats names need,","Brand_labels: [""customer service""]
Emotion_labels: []",549
"much shorter ones,","Brand_labels: [""product quality""]
Emotion_labels: [""disappointed""]",548
"dress impress boots addictionlily,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",550
"want calves said,","Brand_labels: [""product quality""]
Emotion_labels: []",545
"hazel jakksson lian car_lvr69 piccoloisnumber1 need,","Brand_labels: [""product quality"", ""reputation & heritage"", ""customer service"", ""social impact"", ""ethical practices"", ""sustainability""]
Emotion_labels: [""love"", ""great""]",586
"everything foreign,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",546
"trap family friendly,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",549
"stop theyre actually gorgeous dresses expensive,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",551
"two fav colors,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",547
"outlaw_17 take red take black,","Brand_labels: [""product quality""]
Emotion_labels: []",550
"buna im black onee youu,","Brand_labels: [""product quality"", ""reputation & heritage"", ""customer service"", ""social impact"", ""ethical practices"", ""sustainability""]
Emotion_labels: [""love""]",574
"want black,","Brand_labels: [""product quality""]
Emotion_labels: []",544
"boy quick feet,","Brand_labels: [""product quality""]
Emotion_labels: [""excited""]",548
"red color body take,","Brand_labels: [""product quality""]
Emotion_labels: []",546
"honestly best case history,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",551
"put yo money first last,","Brand_labels: [""customer service""]
Emotion_labels: [""disappointed""]",550
"plan needed platform,","Brand_labels: [""customer service""]
Emotion_labels: [""neutral""]",547
"would kick wouldve crying,","Brand_labels: [""product quality"", ""customer service""]
Emotion_labels: [""disappointed""]",554
"pulled ramen hoodie,","Brand_labels: [""product quality""]
Emotion_labels: []",547
"died drip appreciate tho,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",549
"ysl invented fit picks,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",549
"nah funeral fit actually hard,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",549
"overtime top 5 agc,","Brand_labels: [""product quality""]
Emotion_labels: []",549
"understood young thug,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",549
"sounds pretty much,","Brand_labels: [""product quality""]
Emotion_labels: [""neutral""]",547
"godzilla tattoos trying get back lifestyle,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",551
"actually fire,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",546
"sung better young thug,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",550
"bro started speaking fortnite npc,","Brand_labels: [""customer service""]
Emotion_labels: [""disappointed""]",551
"bad education,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""bad""]",548
"poppymxx omg bad education,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""bad""]",554
"fits serving hard lately,","Brand_labels: [""product quality""]
Emotion_labels: [""excited""]",549
"purple one fire ann look amazing fire colours,","Brand_labels: [""product quality""]
Emotion_labels: [""amazing""]",553
"purple look everything omg,","Brand_labels: [""product quality""]
Emotion_labels: [""excited""]",550
"words really given woman renaissance love,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",553
"every single one insane purple jaw floor,","Brand_labels: [""product quality""]
Emotion_labels: [""amazed""]",552
"subtle subtle rebrand transition back fashion space honestly wonderful watch,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""wonderful""]",560
"thank styling dear andrea,","Brand_labels: [""customer service""]
Emotion_labels: [""love""]",549
"second burberry scent smells good,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",550
"burberry absolute best,","Brand_labels: [""product quality"", ""reputation & heritage""]
Emotion_labels: [""love""]",555
"daisy smells good though,","Brand_labels: [""product quality""]
Emotion_labels: []",547
"finally got brazilian crush literal heaven,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",551
"burberry first real perfume ever bought second smelled sample knew one,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",557
"thank u sm name burberry perfume forogt write sephora,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",558
"brooo perfumes factory,","Brand_labels: [""product quality""]
Emotion_labels: []",547
"info,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",545
"info,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",545
"info,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",545
"info,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",545
"shes icon,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",549
"𝕄𝕆𝕆ℕ plsss everyone plsss follow account plsss chl3jfk,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""excited""]",572
"hope one day,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""excited""]",550
"lil brother said eat last piece cake,","Brand_labels: [""customer service""]
Emotion_labels: [""disappointed""]",553
"real life wednesday,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",550
"song makes everything powerful,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",550
"screamed hadids appear,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""excited""]",553
"sophie rose three years,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",550
"thats,","Brand_labels: [""product quality"", ""reputation & heritage"", ""customer service"", ""social impact"", ""ethical practices"", ""sustainability""]
Emotion_labels: [""disappointed""]",569
"way would forget rip bad boy right,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""bad""]",553
"oh everything,","Brand_labels: [""product quality"", ""reputation & heritage"", ""customer service"", ""social impact"", ""ethical practices"", ""sustainability""]
Emotion_labels: []",566
"never knew thanks queen,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",550
"shoulder straps epaulettes originally designed keep back packs ammunition pouches bayonets slipping shoulder,","Brand_labels: [""product quality""]
Emotion_labels: []",562
"today years old,","Brand_labels: [""product quality"", ""reputation & heritage"", ""customer service"", ""social impact"", ""ethical practices"", ""sustainability""]
Emotion_labels: [""love"", ""great""]",572
"coat probably feels loved,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",548
"vintage things always made care,","Brand_labels: [""product quality"", ""reputation & heritage""]
Emotion_labels: []",554
"facewithrollingeyesfacewithrollingeyes,","Brand_labels: [""customer service""]
Emotion_labels: [""disappointed""]",553
"hyein real model,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",550
"hyein could also model ngl,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",553
"cringe,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""disappointed""]",549
"shivenshy,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",547
"chuchom4ster yo,","Brand_labels: [""product quality"", ""reputation & heritage"", ""customer service"", ""social impact"", ""ethical practices"", ""sustainability""]
Emotion_labels: [""love"", ""great"", ""amazing"", ""impressed"", ""thrilled"", ""excited"", ""horrible"", ""bad"", ""disappointed"", ""terrible"", ""worse"", ""hate""]",614
"ever running account,","Brand_labels: [""customer service""]
Emotion_labels: [""disappointed""]",548
"khloes flip flops,","Brand_labels: [""product quality""]
Emotion_labels: []",548
"mans confidence always roof,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""excited""]",551
"summer wears boots autumn wears flip plops,","Brand_labels: [""product quality""]
Emotion_labels: []",550
"classy look poor,","Brand_labels: [""product quality""]
Emotion_labels: [""bad""]",548
"feel like type stuff mess people,","Brand_labels: [""ethical practices""]
Emotion_labels: [""disappointed""]",551
"like ye shoes flip flop socks,","Brand_labels: [""product quality""]
Emotion_labels: []",548
"feels absolutely wrong reason,","Brand_labels: [""ethical practices""]
Emotion_labels: [""horrible""]",550
"gentrification mooncakes,","Brand_labels: [""social impact""]
Emotion_labels: []",547
"get crazy rich asians vibez love honestly idea designer mooncakes thing wish could try one,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",562
"dont favorite know whats inside,","Brand_labels: [""product quality""]
Emotion_labels: [""disappointed""]",550
"iluvfr4ank0cean xirmenita lessssgoooooooo,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""excited""]",562
"basically runs model industry,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",549
"never left shes beyond gorgeous wow,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",553
"know iconic literally holding flag,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",549
"teaching new models done,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""excited""]",552
